CELL_LINE_NAME,DRUG_NAME,LN_IC50
MCF7,PD173074,6.177464
NCIH1437,VX-11e,1.022493
GI1,Staurosporine,-3.578038
639V,NVP-ADW742,3.791986
SKMEL2,MK-2206,3.5603519999999995
GI1,Dacarbazine,5.850525
LOVO,AMG-319,4.147007
NCIH322,GSK2606414,1.535364
KP2,VE821,3.89866
SCC25,GSK591,5.166677
NCIH322,Alpelisib,4.014805
CORL23,RVX-208,5.805414
SKNFI,Vinorelbine,-0.7198439999999999
NCIH1650,GSK2606414,6.036283999999999
A549,AZD5991,5.43593
SUIT2,Alisertib,5.0767489999999995
NMCG1,PD173074,6.934098
COLO829,Talazoparib,2.81423
NCIH322,Vinblastine,-3.360388
CAOV3,Ibrutinib,4.268446
NCIH1437,AZD4547,4.10761
NCIH2347,Tamoxifen,6.061637
639V,GSK-LSD1,2.5363279999999997
HPAC,Talazoparib,5.022942
ONS76,VE-822,2.588351
SKMEL2,AMG-319,5.381125
SKNFI,EPZ004777,4.5148790000000005
LNCAPCLONEFGC,A-366,4.981207
LOVO,Afatinib,1.130759
H4,Osimertinib,2.21728
OVCAR3,Olaparib,3.7048690000000004
MCF7,UMI-77,3.851179
HCC1143,SGC-CBP30,4.805448999999999
IGROV1,BI-2536,-2.39108
NMCG1,Ulixertinib,6.782466
KYSE510,SB590885,4.267885
HT29,SGC-CBP30,5.635914
HCC1806,MK-1775,-0.5440689999999999
LOVO,Veliparib,6.122497
LOXIMVI,Trametinib,-3.029659
SW48,AZD5991,5.703561
LOXIMVI,Ulixertinib,0.6165729999999999
MESSA,AZD7762,-0.13175699999999999
H4,AZ6102,0.5708
GI1,OSI-027,0.300327
HCC827,AMG-319,4.792711
8505C,SGC-CBP30,2.81679
8505C,VX-11e,2.616535
NCIH322,AGI-6780,4.754639
786O,LY2109761,5.666645
HCT116,Luminespib,-3.3988629999999995
8505C,Sinularin,4.715831
SKMEL2,Fludarabine,2.5432259999999998
SKMEL2,A-366,4.15125
ONS76,MK-2206,3.8006019999999996
RCC10RGB,5-Fluorouracil,6.604938000000001
RCC10RGB,AZD6738,3.291633
NCIH226,Alisertib,4.617723000000001
HCC827,Ibrutinib,4.9300489999999995
A549,Veliparib,5.654659
KP2,IWP-2,3.436142
TE8,GSK2110183B,2.80865
RCM1,Oxaliplatin,7.3851309999999994
KYSE510,Docetaxel,-5.249787
NCIH1437,AGI-5198,3.858714
NCIH1650,MG-132,-1.4290610000000001
COLO829,Avagacestat,6.68623
H4,RO-3306,2.167034
GAMG,AZD8055,-1.575361
ONS76,LGK974,5.111032
ONS76,RO-3306,3.100984
NCIH226,Uprosertib,8.016639
H4,Dabrafenib,3.4871550000000004
NCIH1975,5-Fluorouracil,4.052845
HCT116,VE-822,3.852501
786O,Temozolomide,6.025802
BXPC3,BMS-345541,2.257416
SCC25,Irinotecan,4.378197
H4,Vorinostat,1.1778389999999999
SKMEL2,GSK2110183B,3.256145
786O,Docetaxel,-2.779561
8505C,ascorbate,11.674463000000001
MCF7,Mycophenolic acid,0.571448
KYSE510,VE-822,1.210709
SKNFI,Vinblastine,-3.670867
NMCG1,Niraparib,7.162835
HCC1143,SGC0946,2.953817
NCIH1650,AZD4547,3.5212480000000004
IALM,Entospletinib,4.796463
RCM1,GSK2801,4.8491
SCC25,Dactinomycin,-3.489408
MESSA,Mirin,4.78585
COLO829,Buparlisib,1.71567
NCIN87,GNE-317,0.084688
NCIH1650,AGK2,3.8965059999999996
KP2,Avagacestat,6.463364
H4,UNC0638,4.475408
RCM1,Mitoxantrone,1.718694
SKNFI,Selumetinib,2.083278
SKNFI,GNE-317,1.104822
RCC10RGB,AZD5582,7.340849
DU145,P22077,6.265842
GAMG,Epirubicin,-1.880934
HPAC,UNC0379,5.550335
NCIH2347,Temsirolimus,2.095043
NCIH226,MN-64,7.73154
NCIH322,SB590885,4.766358
786O,CCT007093,5.281676999999999
LNCAPCLONEFGC,Niraparib,3.531447
ONS76,Mirin,5.044359
NCIH226,Ipatasertib,6.689956
5637,LGK974,3.966326
A549,Entinostat,1.9833310000000002
NCIH2347,RO-3306,7.604964999999999
COLO680N,Gallibiscoquinazole,3.344393
639V,Ribociclib,4.028918
DKMG,Mycophenolic acid,3.132684
OVISE,Docetaxel,1.690264
HT29,Alisertib,2.41221
KYSE510,BMS-345541,2.6985799999999998
SNB75,GSK269962A,2.6605529999999997
LOXIMVI,CPI-637,2.902556
MCF7,AZD1208,6.023704
SNB75,GSK1904529A,5.623851999999999
IALM,Teniposide,3.126306
DKMG,PCI-34051,5.378721
COLO829,GSK1904529A,6.5821119999999995
KU1919,PLX-4720,4.362576
COLO680N,Fludarabine,5.894666
HPAC,VE-822,2.862009
NCIH2347,Refametinib,1.766902
CAOV3,JQ1,-0.6657689999999999
NCIH2347,EHT-1864,5.165716000000001
GAMG,Wee1 Inhibitor,2.257949
IALM,Ulixertinib,0.401089
CAL29,Rapamycin,-3.1749389999999997
639V,Ipatasertib,3.483806
CORL23,AZD5363,1.561137
OVCAR3,AZD5438,3.2592
OVISE,AGK2,3.760522
NCIH1793,IWP-2,4.3315980000000005
DKMG,Dihydrorotenone,3.7472449999999995
HCC827,P22077,3.348494
SKNSH,GW441756,3.649635
NCIH1793,GSK2801,5.379782
HT29,AZD8055,0.352527
HT29,AZD4547,2.373272
NCIH1650,BMS-754807,4.461596
TE8,ascorbate,10.203677
IGROV1,Sorafenib,2.798025
NMCG1,WEHI-539,6.433767
GAMG,GSK2110183B,2.9615419999999997
LOVO,Fulvestrant,3.675671
HT29,Mirin,5.2133970000000005
OVCAR3,SCH772984,4.216471
5637,AT13148,5.3222760000000005
ONS76,Entinostat,2.774354
DKMG,AZD8186,2.652519
NCIN87,EHT-1864,4.360212000000001
LNCAPCLONEFGC,Alisertib,4.081387
H4,Gallibiscoquinazole,0.8898010000000001
639V,RVX-208,4.683602
HPAC,AZ960,4.839762
639V,Uprosertib,3.6435230000000005
BXPC3,CCT007093,6.008065
HPAC,AZD8186,2.9963189999999997
KYSE510,Gallibiscoquinazole,1.7396310000000001
HCC827,Afuresertib,4.136904
HCT116,MK-1775,0.757976
SNB75,BI-2536,0.117933
LS1034,Afatinib,2.639465
H4,Romidepsin,-6.40825
MESSA,Docetaxel,-2.897591
LOVO,Cediranib,1.317287
LS1034,AZD3759,2.723961
OVCAR3,Ipatasertib,3.040063
CORL23,KU-55933,4.7883059999999995
SCC25,BIBR-1532,4.976609
BICR31,PF-4708671,3.581185
NCIH226,Dasatinib,0.985334
DKMG,Gallibiscoquinazole,3.572313
IALM,Methotrexate,1.353333
MESSA,Ipatasertib,1.850939
NCIH1793,Fulvestrant,6.765460000000001
CAL29,GSK2801,5.412828
SKMEL3,AZD3759,2.366628
HCC1806,Lapatinib,1.853044
SCC25,Palbociclib,4.92529
LNCAPCLONEFGC,VE-822,2.021314
BICR31,Temozolomide,5.954841
DKMG,ABT737,2.08023
OVCAR3,Ribociclib,4.318708999999999
NCIH1793,WEHI-539,5.496841000000001
BXPC3,AZD4547,3.6929269999999996
OVISE,Ipatasertib,2.908445
NCIN87,Epirubicin,0.377835
KYSE510,AZD5582,1.8191979999999999
KP2,P22077,5.973444000000001
LOVO,AZD3759,1.4342549999999998
COLO680N,OF-1,5.899225
NCIH2347,SB590885,6.334822
BXPC3,VX-11e,3.2184619999999997
NCIN87,Vorinostat,1.851168
HT29,GSK1904529A,4.939643
NCIN87,Ulixertinib,0.355978
NCIH1650,GNE-317,1.748963
NCIH1355,VX-11e,3.6077839999999997
NCIH2347,MIM1,5.449102
NCIH1650,Schweinfurthin A,4.451256
5637,EPZ004777,5.607262
LOVO,Methotrexate,1.80708
5637,Cisplatin,1.9670720000000002
LNCAPCLONEFGC,Navitoclax,1.879875
OVISE,Wnt-C59,4.327886
SKMEL2,EPZ5676,5.419277
NCIH2347,UNC0638,5.553918
IALM,AMG-319,4.801469
SCC25,Epirubicin,1.608132
CAL29,Temozolomide,6.528543
CAL29,GSK2578215A,5.386912000000001
NMCG1,Axitinib,8.339311
KU1919,Bleomycin,2.539029
NCIH1650,Ruxolitinib,5.773251999999999
NCIH1355,AMG-319,5.67849
SNB75,AZD6738,2.999911
A549,A-366,5.245273
COLO680N,OTX015,3.540826
LNCAPCLONEFGC,IWP-2,2.614354
KYSE510,GDC0810,4.866212
LS1034,Tanespimycin,0.46900699999999995
SW948,OF-1,3.93917
LOVO,Obatoclax Mesylate,-0.09302200000000001
RCC10RGB,AT13148,4.034112
HPAC,Uprosertib,4.64769
MCF7,AZD5153,1.257495
NCIH1355,PFI3,6.0788150000000005
COLO680N,GNE-317,3.375455
RCC10RGB,AZD1208,6.054603
SKMEL3,Avagacestat,2.732955
COLO829,AZD5582,2.858389
NCIH1650,Oxaliplatin,7.573842
DKMG,Motesanib,3.889937
NCIH1650,Veliparib,6.833753999999999
NCIH1355,NVP-ADW742,4.915276
CAL29,WEHI-539,3.5793459999999997
HCC1143,I-BRD9,6.220575
NCIH2347,Vorinostat,2.947479
HT29,GSK2606414,4.620009
A549,GSK343,3.4583779999999997
RCM1,Cediranib,3.2316740000000004
A549,GSK2578215A,4.524426999999999
RCC10RGB,Ulixertinib,2.259977
COLO680N,Selumetinib,5.184493
IALM,UNC0638,4.202229
5637,RVX-208,5.461083
MCF7,JQ1,0.46661800000000003
SNB75,CCT-018159,5.34708
IGROV1,MK-1775,-0.981511
639V,Doramapimod,5.419859
NCIH2347,Dactinomycin,-2.745625
IALM,N-acetyl cysteine,10.903080000000001
CAOV3,NVP-ADW742,5.347869
TE8,LMP744,-0.68621
LS1034,Mycophenolic acid,1.8346470000000001
IGROV1,Schweinfurthin A,1.8366060000000002
KYSE510,AZD7762,0.710562
GI1,Dihydrorotenone,1.166504
A549,AZD5153,-0.393369
TE8,Pictilisib,1.200528
NCIH322,OF-1,5.987851
COLO829,UMI-77,2.20496
NMCG1,Ribociclib,6.354066
HCT116,PFI-1,3.1473169999999997
GAMG,Ulixertinib,4.76042
NMCG1,AZD6738,4.066343
H4,AZD6738,0.897374
TE8,Epirubicin,-0.619124
HCC1143,Palbociclib,4.764887
COLO680N,PCI-34051,5.771609
SW48,GSK343,5.9624559999999995
CORL23,MIRA-1,5.681789
TE8,Vorinostat,0.28021599999999997
NCIH1793,RVX-208,5.133032
RCC10RGB,Oxaliplatin,7.226211999999999
HCC1143,OTX015,5.994653
OVCAR3,Talazoparib,3.5518870000000002
LOXIMVI,Dactinomycin,-7.012153
NMCG1,PRT062607,7.025758000000001
KYSE510,Topotecan,-2.5869880000000003
SKMEL2,Axitinib,5.774363
SKMEL3,Vorinostat,1.600109
SW48,Paclitaxel,-4.9616489999999995
MESSA,BMS-754807,-0.323507
HCC827,LMP744,2.670692
NCIH226,Crizotinib,3.834317
KYSE510,Sorafenib,2.909929
GI1,GW441756,3.3553
NCIH2009,AMG-319,5.939971
8505C,CZC24832,4.83495
SW948,BMS-536924,3.3082279999999997
NCIH1650,Wnt-C59,6.753782000000001
HCT116,GSK591,4.453611
786O,Sinularin,3.7263129999999998
SW948,Mycophenolic acid,3.2212389999999997
COLO680N,MG-132,-0.531954
NCIH1355,KU-55933,6.607373
MESSA,Mitoxantrone,-0.613761
KP2,Fludarabine,6.569763000000001
NCIH322,Fludarabine,3.760729
CAOV3,Bortezomib,-6.032665
HPAC,GW441756,3.696097
NCIH1355,MK-2206,3.640239
NCIH226,ZM447439,7.530246000000001
NCIH1793,Alisertib,3.8023290000000003
SW948,Vinorelbine,-4.220663
HT29,Talazoparib,4.89107
MCF7,Vorinostat,1.316703
8505C,Lapatinib,5.077557
SKNSH,Rapamycin,-2.753329
TE8,LY2109761,6.12058
KP2,POMHEX,0.798259
NCIH2347,Bortezomib,-3.632876
DKMG,ICL-SIRT078,3.713446
OVISE,Foretinib,1.559375
NCIH226,Entinostat,4.586551
SUIT2,Pictilisib,2.37486
SKNSH,OSI-027,1.412284
KYSE510,L-Oxonoreleagnine,3.074767
SKNSH,I-BRD9,5.415079
HCT116,AZ6102,2.516189
MESSA,Linsitinib,4.07296
SW948,GSK343,6.250171
ONS76,L-Oxonoreleagnine,3.7467129999999997
TE8,AZD1208,6.091284
OVCAR3,VE821,4.381018
8505C,Selumetinib,2.856744
NCIH1355,Tanespimycin,-0.9143889999999999
NCIH1975,Mycophenolic acid,3.256805
GI1,GSK2606414,4.632859
SNB75,Niraparib,4.069491999999999
HCT116,Vinblastine,-5.050008
COLO680N,AZD5363,4.530567
CAOV3,AZD3759,2.633336
SKMEL2,MG-132,-1.382514
NCIN87,Pictilisib,-0.752731
DU145,Cyclophosphamide,5.550432
786O,I-BET-762,2.443559
HT29,Tretinoin,6.2470669999999995
8505C,GW441756,3.7485510000000004
NCIH1355,Bosutinib,4.665184
DKMG,UNC0638,5.675773
RCM1,Temozolomide,8.241355
RCC10RGB,RO-3306,3.9931589999999995
HCT116,Talazoparib,2.90101
SKMEL2,AZD1208,4.941934
OVCAR3,Dihydrorotenone,-1.094769
LOXIMVI,AZD4547,2.803099
CAL29,Oxaliplatin,5.713605
DU145,AZD5438,2.5083159999999998
CAOV3,Tamoxifen,4.763381
H4,SB590885,4.4560889999999995
OVCAR3,Mitoxantrone,2.006452
IGROV1,Tamoxifen,3.8583410000000002
KP2,Dactinomycin,-4.171012
CORL23,Serdemetan,4.318006
NCIN87,Dihydrorotenone,0.771354
LOVO,SN-38,-2.869852
DKMG,AZD2014,2.3495209999999997
786O,P22077,2.597442
CORL23,GSK2606414,4.016236
MESSA,Dasatinib,3.6047339999999997
HCC1143,Ulixertinib,1.496674
5637,GSK2606414,3.110327
LOXIMVI,AZD1208,5.332491
MESSA,Irinotecan,2.4553529999999997
LNCAPCLONEFGC,Bosutinib,2.470009
IGROV1,Mycophenolic acid,0.882237
HCC1806,Alpelisib,3.2163630000000003
SCC25,Linsitinib,4.7550419999999995
NCIH2347,YK-4-279,6.223831
NCIH322,Dinaciclib,-2.7938560000000003
CAL29,PLX-4720,5.799248
NCIH1975,PD173074,3.602778
BXPC3,Wee1 Inhibitor,3.5245379999999997
DKMG,GSK-LSD1,3.011098
BICR31,Pictilisib,1.9700349999999998
SKNSH,P22077,3.367658
SW948,AZD5582,4.205319
NCIH322,AGI-5198,5.338801
HCC827,AZD1208,5.791158
HCC1806,PD173074,3.5825989999999996
SW948,GNE-317,-0.27523000000000003
CORL23,PFI-1,5.531171
RCC10RGB,Avagacestat,8.309199000000001
KYSE510,Niraparib,4.870351
A549,Cisplatin,3.008278
SW48,Mirin,5.183093
HCT116,Sabutoclax,-2.027382
IALM,Savolitinib,3.5652120000000003
HCC1806,AGI-6780,4.1167110000000005
SNB75,I-BET-762,4.669612
HPAC,Dinaciclib,-1.577754
SUIT2,Fulvestrant,3.8143569999999998
NCIN87,glutathione,9.689134
CAL29,AGI-6780,5.291497
LNCAPCLONEFGC,Oxaliplatin,2.434166
LOXIMVI,SCH772984,-0.9294120000000001
NCIH2009,Uprosertib,2.026129
DU145,Foretinib,2.853141
SKMEL2,Daporinad,-3.433751
HCT116,5-azacytidine,1.068927
SKMEL3,Rapamycin,-1.601964
LOXIMVI,Serdemetan,3.370258
NCIN87,WIKI4,1.8212259999999998
LNCAPCLONEFGC,Mirin,5.926221
SNB75,Avagacestat,3.4343120000000003
KP2,Bosutinib,4.605116000000001
CAL29,UMI-77,3.602992
NCIH1437,Temsirolimus,0.397121
SKNFI,Veliparib,5.586348
HCT116,AZD5153,0.08844199999999999
H4,Mirin,3.8792730000000004
LNCAPCLONEFGC,Vinorelbine,-3.8024839999999998
IGROV1,PFI-1,4.7831410000000005
KP2,UNC0638,5.370665
KP2,AGI-6780,4.826756
LOVO,Dactinomycin,-5.983117
GI1,Cediranib,1.834804
HCC1806,EHT-1864,3.501678
ONS76,Selumetinib,1.144975
MESSA,GSK343,2.2518540000000002
MCF7,Selumetinib,5.591476999999999
SKMEL2,Cisplatin,5.475338
NMCG1,AZD6482,7.648391
OVCAR3,Elephantin,3.332824
CAOV3,Dactinomycin,-4.690856
SCC25,GSK269962A,3.153905
NCIH1355,Pictilisib,1.377772
NCIH1975,Fulvestrant,3.4486660000000002
NCIH1355,AZD2014,3.954215
COLO680N,Ulixertinib,4.844354
HT29,Dactinomycin,-5.367621
639V,MN-64,5.032525
NCIH322,Bleomycin,3.909246
8505C,AZD1332,6.302715
IGROV1,Oxaliplatin,4.100949
GI1,MN-64,3.042477
639V,AZD5153,1.855209
NMCG1,AZD8186,4.64145
LS1034,EPZ5676,6.010026
CAL29,Pevonedistat,-0.42448800000000003
NCIH1975,OF-1,4.593788
IALM,Niraparib,6.011296
CAL29,Lapatinib,2.117513
LOXIMVI,Sabutoclax,-2.263407
HCT116,AZD8186,3.7334660000000004
LS1034,Ulixertinib,2.538233
LS1034,Zoledronate,4.103514
SKNFI,AT13148,4.5635959999999995
HPAC,AZD5153,1.996055
SNB75,Pevonedistat,3.311842
MESSA,Trametinib,1.428373
DU145,glutathione,9.13355
BICR31,Staurosporine,-4.11587
HPAC,PD173074,5.935321
CAL29,WIKI4,4.099746
639V,5-azacytidine,1.7721779999999998
SKMEL2,Refametinib,0.175932
CORL23,AMG-319,4.74102
CAL29,Bortezomib,-5.119187999999999
MCF7,AT13148,2.774852
SKNSH,ascorbate,7.4859100000000005
DU145,Olaparib,5.112761
KU1919,KU-55933,4.821305000000001
SKMEL2,Motesanib,5.246725
SNB75,Leflunomide,6.306171
HCC1143,AT13148,4.4680860000000004
NCIH1437,GSK2606414,4.154717
SUIT2,ABT737,3.834081
SW48,GNE-317,-0.773652
ONS76,Doramapimod,4.520119
MESSA,Doramapimod,5.472091000000001
CAL29,EPZ5676,5.612103
NCIH2347,Selumetinib,2.666604
HCC1143,Tozasertib,3.208053
H4,EPZ5676,5.245966
MESSA,EPZ5676,5.745546
BICR31,AGI-6780,4.291728
KYSE510,Cyclophosphamide,4.850011
TE8,Dabrafenib,2.979573
HCC1806,PRIMA-1MET,4.971189
NCIH1650,Nelarabine,7.590005000000001
NCIH1650,Temsirolimus,4.0151769999999996
OVISE,GSK-LSD1,2.427902
786O,GSK343,2.6627490000000003
LOXIMVI,XAV939,5.3667739999999995
RCM1,Luminespib,-1.550637
KU1919,Vinblastine,-4.3617300000000006
LS1034,Luminespib,-0.635899
NCIH1793,Cediranib,3.6317199999999996
BXPC3,GSK2801,4.243156
DU145,EHT-1864,3.244173
HCT116,Tamoxifen,4.628768
KP2,N-acetyl cysteine,9.078548
H4,Trametinib,0.673362
A549,Bortezomib,-4.81925
NCIH1355,RVX-208,5.272295
SUIT2,KU-55933,6.7620309999999995
NCIH226,AZD5582,7.506674
NCIH226,PRT062607,3.913154
NCIH1355,Entospletinib,3.531456
GI1,Palbociclib,4.751785
NCIH1437,Staurosporine,-2.030714
NCIH1650,KU-55933,5.363748999999999
HCC1143,GSK269962A,4.882519
LNCAPCLONEFGC,Dactolisib,-3.595057
SW948,Fludarabine,6.730542999999999
NCIH322,GSK1904529A,5.7950800000000005
HCC1143,GSK1904529A,5.419357
COLO829,Gefitinib,4.759362
SW48,Sabutoclax,0.502627
SKNSH,EPZ004777,5.112952
SNB75,AGI-5198,4.5594220000000005
CAOV3,Buparlisib,1.7822939999999998
NCIH226,Elephantin,7.125425
NCIH1437,Cyclophosphamide,4.881944
OVISE,Tanespimycin,2.8683400000000003
NCIH2347,Epirubicin,0.9111670000000001
NCIH1975,EPZ004777,4.776528
HCT116,Vorinostat,0.822915
8505C,Methotrexate,-2.865623
OVISE,UNC0638,5.041185
786O,OF-1,5.5755989999999995
HT29,NVP-ADW742,1.0115180000000001
MCF7,Cediranib,3.744738
NMCG1,AGK2,5.671899
DU145,Wee1 Inhibitor,4.934017
IALM,Cisplatin,4.453401
LOXIMVI,UNC0379,0.9883120000000001
8505C,Topotecan,-0.36934
TE8,MIM1,3.90259
HPAC,YK-4-279,3.067637
NMCG1,IOX2,5.501089
KYSE510,RO-3306,3.7393440000000004
NCIH1650,Elephantin,5.660948
CAOV3,Savolitinib,3.4532199999999995
LS1034,Dactolisib,1.73432
NCIH2347,Foretinib,4.233835
RCC10RGB,CCT007093,6.353046
SW48,Dactolisib,-1.2760120000000001
TE8,Talazoparib,3.5613
SUIT2,Cisplatin,2.914199
LOVO,P22077,5.936324
BXPC3,XAV939,3.4311339999999997
GI1,Crizotinib,1.2485620000000002
H4,GSK-LSD1,2.1865099999999997
MESSA,SCH772984,3.3388120000000003
MCF7,SN-38,-3.312005
HCC1143,Pictilisib,0.8620549999999999
OVISE,AZD8055,0.516335
NCIH1650,AZD3759,0.8724219999999999
DU145,Refametinib,5.016167
HPAC,Bortezomib,-5.0757650000000005
SNB75,Veliparib,6.094531
DU145,AZD1208,6.259232
COLO829,Afatinib,4.484998
NCIH1437,5-Fluorouracil,2.213443
HCC1143,WEHI-539,1.3101040000000002
BXPC3,VE821,3.7413510000000003
NMCG1,Piperlongumine,6.005247
GAMG,5-azacytidine,2.1397
OVISE,Tamoxifen,5.658836
SKMEL2,LCL161,4.312743
SUIT2,Linsitinib,5.484439
HCC1143,glutathione,10.088138
COLO829,CPI-637,5.828918
GI1,Ibrutinib,3.842964
8505C,UNC0638,5.469143
CAOV3,AZD6482,2.444223
GI1,Taselisib,1.159816
CAOV3,Serdemetan,3.265165
LNCAPCLONEFGC,Temsirolimus,-4.99985
SCC25,EPZ004777,4.34207
HCC827,Dacarbazine,6.797071000000001
ONS76,Pevonedistat,0.708482
CAOV3,Tozasertib,-1.238801
MESSA,Dinaciclib,-3.9537440000000004
COLO829,Osimertinib,2.921065
HCC1143,PCI-34051,5.361452
LOXIMVI,PCI-34051,3.4190080000000003
NCIH1793,Ulixertinib,5.426636
NCIH1355,Gefitinib,4.901505
HPAC,Erlotinib,3.8415199999999996
OVISE,Zoledronate,3.644505
786O,Axitinib,3.6255940000000004
KU1919,AGI-6780,3.7895209999999997
NCIN87,Daporinad,-3.415577
RCC10RGB,Docetaxel,0.21772199999999997
LNCAPCLONEFGC,Schweinfurthin A,0.281826
KP2,Motesanib,5.987381
KP2,Foretinib,0.930535
NCIH1793,BMS-536924,2.194709
SCC25,Lapatinib,3.3346430000000002
HCC1143,KU-55933,4.891868
HCC1143,AZD2014,2.22781
DU145,Pevonedistat,1.9012099999999998
RCC10RGB,Temozolomide,7.985407
H4,BMS-754807,0.508965
NCIH226,WEHI-539,6.305130999999999
NCIH1355,Luminespib,-0.150756
DU145,POMHEX,2.012943
OVISE,N-acetyl cysteine,9.206669
NCIH1437,EPZ5676,5.400759
ONS76,Entospletinib,3.7275129999999996
639V,CPI-637,3.7459839999999995
NCIH322,Teniposide,1.099594
NCIH1437,Wee1 Inhibitor,1.930725
SKMEL3,AZ960,1.411542
TE8,Entinostat,1.754879
NCIH1355,Obatoclax Mesylate,1.21096
HCC1143,Nelarabine,6.7860570000000004
NCIH1650,AZD7762,-0.175007
LOVO,Epirubicin,-0.9717610000000001
A549,AZD5438,1.391646
NCIH1650,WEHI-539,5.073997
A549,AZ960,1.0801049999999999
HCT116,Pictilisib,1.291458
DKMG,PFI-1,3.964854
GI1,Daporinad,-4.965567
OVCAR3,Sabutoclax,-1.215396
NCIH1650,Cisplatin,7.061911
HCC1806,XAV939,4.104991
NCIH1975,Crizotinib,3.4122739999999996
BICR31,RO-3306,3.132742
SW48,AZD2014,2.889831
MCF7,VX-11e,3.7174480000000005
8505C,Romidepsin,-5.241099
SUIT2,JQ1,1.7534330000000002
HPAC,PLX-4720,4.439691000000001
NCIH322,Leflunomide,5.449272000000001
MESSA,Temozolomide,6.516993
H4,Afuresertib,1.861405
KP2,SB590885,5.800706
DKMG,Topotecan,2.856673
LNCAPCLONEFGC,WZ4003,4.5504
NCIH226,Dactolisib,1.7414759999999998
A549,Buparlisib,0.456589
COLO829,Dinaciclib,-1.181302
8505C,AGI-5198,4.080037
IALM,SB216763,5.868364
NCIH1437,Entinostat,-0.141296
RCC10RGB,MN-64,4.865677
KU1919,YK-4-279,1.5085469999999999
SW48,OSI-027,1.004375
LS1034,JQ1,4.586742
BICR31,IOX2,1.988989
HT29,PRIMA-1MET,5.530066000000001
DKMG,Taselisib,2.871058
NCIH1650,L-Oxonoreleagnine,5.677716
GAMG,AZD5582,3.8701269999999997
BICR31,MN-64,3.161785
HCC827,AZD7762,-0.259637
NCIH1650,RVX-208,6.553272
NCIH1793,WZ4003,6.7614
GI1,5-azacytidine,1.64547
IGROV1,Cyclophosphamide,5.949854
HT29,Pevonedistat,0.8315629999999999
NCIH1975,Serdemetan,5.253091
NCIH1975,Temsirolimus,0.40507600000000005
SW948,AZD5363,2.3262709999999998
RCM1,SB590885,2.470695
COLO680N,GSK1904529A,5.382057
GAMG,GSK591,1.9675630000000002
NCIH1975,Palbociclib,3.292355
LOXIMVI,CZC24832,4.891449
NMCG1,Irinotecan,3.925507
NCIN87,Fulvestrant,3.00565
IGROV1,glutathione,10.127816000000001
H4,Cyclophosphamide,4.772144
NMCG1,Dabrafenib,4.032386
NCIN87,SN-38,0.38474400000000003
CAL29,RO-3306,4.717307
BICR31,RVX-208,2.947891
HPAC,Gemcitabine,0.100458
NCIH2347,Ulixertinib,4.849373
BICR31,Wnt-C59,3.739968
KU1919,Oxaliplatin,3.164812
BXPC3,MK-2206,3.951744
NCIH1437,BMS-536924,0.209594
786O,EPZ004777,5.188447
A549,Alpelisib,2.7875330000000003
CORL23,Selumetinib,5.8112010000000005
NCIH1793,NVP-ADW742,4.323253
SW48,GSK2606414,5.706225
BICR31,BMS-536924,1.093742
GAMG,Irinotecan,3.123878
HCC827,JQ1,3.797048
MESSA,AZD5438,1.289887
SW948,EPZ004777,6.321699
NCIH322,AZD1208,6.006431
SW948,Dactolisib,-2.340048
KP2,Dasatinib,1.373648
SNB75,Talazoparib,3.2839150000000004
NCIH1793,GNE-317,-1.16503
LNCAPCLONEFGC,Cisplatin,3.327401
COLO829,Ribociclib,5.5244230000000005
NCIH1793,LGK974,5.758112000000001
KYSE510,PFI-1,4.587697
CAOV3,Taselisib,2.802621
HT29,LY2109761,5.747366
NCIH1437,KU-55933,5.193695
NCIH226,JQ1,4.974114
HT29,EPZ5676,7.112669
LS1034,RVX-208,5.513216000000001
8505C,Bleomycin,3.150747
COLO680N,SN-38,4.182101
LS1034,AZ6102,2.3628009999999997
BXPC3,LY2109761,5.367761
HCC1143,Fludarabine,5.77267
GI1,Ruxolitinib,5.108416
RCC10RGB,POMHEX,1.30352
639V,AZD5363,3.137377
OVCAR3,Palbociclib,5.646299
SCC25,Rapamycin,0.697608
CAOV3,EPZ004777,5.1245
NCIH2009,NVP-ADW742,2.439538
HCC1143,Taselisib,1.7369290000000002
8505C,Wee1 Inhibitor,3.6287769999999995
NMCG1,Talazoparib,4.759341
HPAC,ICL-SIRT078,4.962833
SKMEL2,KU-55933,5.471506
CAL29,Topotecan,-2.063355
GI1,Wee1 Inhibitor,1.038848
SCC25,Dinaciclib,-3.2424209999999998
BXPC3,UNC0638,5.377378
NMCG1,NVP-ADW742,6.83034
8505C,LY2109761,6.376146
BICR31,GDC0810,5.047207
LOVO,AGI-6780,3.224285
NCIH1437,Wnt-C59,3.831385
OVCAR3,Niraparib,5.26532
LNCAPCLONEFGC,AZD1208,4.8745400000000005
IGROV1,Lapatinib,0.346577
NCIH2347,Doramapimod,7.319174
H4,Sinularin,3.6323300000000005
NMCG1,Wnt-C59,8.332483
CORL23,Pevonedistat,1.0249030000000001
MESSA,Cyclophosphamide,4.777784
RCC10RGB,SGC0946,1.978318
RCC10RGB,I-BET-762,5.1971419999999995
LOVO,Tanespimycin,-1.036928
HCC1806,Gallibiscoquinazole,2.0524310000000003
LNCAPCLONEFGC,Obatoclax Mesylate,0.263495
HCC1806,GSK591,3.624048
MESSA,Serdemetan,2.780245
OVCAR3,Staurosporine,-1.386499
